name,city,country,IATA,latitude,longitude,population
Cheboksary Airport,Cheboksary,Russia,CSY,56.09030151367188,47.3473014831543,800280
Catania-Fontanarossa Airport,Catania,Italy,CTA,37.466801,15.0664,2025865
Catamarca Airport,Catamarca,Argentina,CTC,-28.5956001282,-65.751701355,648551
Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513,3670592
Charleville Airport,Charlieville,Australia,CTL,-26.4132995605,146.261993408,9804
Chetumal International Airport,Chetumal,Mexico,CTM,18.50469970703125,-88.32679748535156,125898
New Chitose Airport,Sapporo,Japan,CTS,42.77519989013672,141.69200134277344,3551668
Chengdu Shuangliu International Airport,Chengdu,China,CTU,30.578500747680664,103.9469985961914,42983218
Camilo Daza International Airport,Cucuta,Colombia,CUC,7.92757,-72.5115,997032
Mariscal Lamar Airport,Cuenca,Ecuador,CUE,-2.88947,-78.984398,860001
Cuneo International Airport,Cuneo,Italy,CUF,44.547001,7.62322,387006
Bachigualato Federal International Airport,Culiacan,Mexico,CUL,24.7644996643,-107.474998474,1140334
Cumaná (Antonio José de Sucre) Airport,Cumana,Venezuela,CUM,10.450332641601562,-64.1304702758789,286079
Cancún International Airport,Cancun,Mexico,CUN,21.036500930800003,-86.8770980835,1582560
Coen Airport,Coen,Australia,CUQ,-13.761133,143.113311,2040
Hato International Airport,Willemstad,Netherlands Antilles,CUR,12.1889,-68.959801,1342935
General Roberto Fierro Villalobos International Airport,Chihuahua,Mexico,CUU,28.702899932900003,-105.964996338,2031473
Alejandro Velasco Astete International Airport,Cuzco,Peru,CUZ,-13.535699844400002,-71.9387969971,1626416
Cincinnati Northern Kentucky International Airport,Cincinnati,United States,CVG,39.0488014221,-84.6678009033,3238546
General Pedro Jose Mendez International Airport,Ciudad Victoria,Mexico,CVM,23.7033004761,-98.9564971924,472124
Corvo Airport,Corvo,Portugal,CVU,39.671501,-31.1136,5251
Central Wisconsin Airport,Wassau,United States,CWA,44.7775993347,-89.6668014526,199468
Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996033,-49.1758003235,5757348
Cardiff International Airport,Cardiff,United Kingdom,CWL,51.39670181274414,-3.343329906463623,962907
Cox's Bazar Airport,Cox's Bazar,Bangladesh,CXB,21.45219993591309,91.96389770507812,1358955
Vancouver Harbour Water Aerodrome,Vancouver,Canada,CXH,49.2943992615,-123.111000061,431134
Cassidy International Airport,Kiritimati,Kiribati,CXI,1.9861600399017332,-157.35000610351562,6662
Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.1970996857,-51.1875,951312
Cam Ranh Airport,Nha Trang,Vietnam,CXR,11.99820041656494,109.21900177001952,1409500
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094,109053
Chefornak Airport,Chefornak,United States,CYF,60.1492004395,-164.285995483,902
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.6165008545,-81.5459976196,456768
Calbayog Airport,Calbayog City,Philippines,CYP,12.072699546813965,124.54499816894533,863112
Cheyenne Regional Jerry Olson Field,Cheyenne,United States,CYS,41.15570068,-104.8119965,172835
Cherskiy Airport,Cherskiy,Russia,CYX,68.7406005859375,161.33799743652344,7221
Cauayan Airport,Cauayan,Philippines,CYZ,16.9298992157,121.752998352,2522819
José Leonardo Chirinos Airport,Coro,Venezuela,CZE,11.41494369506836,-69.68090057373047,439064
Mohamed Boudiaf International Airport,Constantine,Algeria,CZL,36.2760009765625,6.620389938354492,3681826
Cozumel International Airport,Cozumel,Mexico,CZM,20.52239990234375,-86.92559814453125,310512
Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,-7.59990978241,-72.7695007324,202504
Las Brujas Airport,Corozal,Colombia,CZU,9.33274,-75.2856,1289545
Changzhou Benniu Airport,Changzhou,China,CZX,31.919701,119.778999,7892523
Daytona Beach International Airport,Daytona Beach,United States,DAB,29.179899,-81.058098,176515
Hazrat Shahjalal International Airport,Dhaka,Bangladesh,DAC,23.843347,90.397783,74012411
Da Nang International Airport,Danang,Vietnam,DAD,16.043899536132812,108.1989974975586,4631915
Dallas Love Field,Dallas,United States,DAL,32.847099,-96.851799,1112088
Julius Nyerere International Airport,Dar Es Salaam,Tanzania,DAR,-6.87811,39.202599,7863255
Datong Airport,Datong,China,DAT,40.060299,113.482002,3582232
Daru Airport,Daru,Papua New Guinea,DAU,-9.08675956726,143.207992554,32637
Enrique Malek International Airport,David,Panama,DAV,8.390999794006348,-82.43499755859375,161461
Dachuan Airport,Dazhou,China,DAX,31.1302,107.4295,3567272
James M Cox Dayton International Airport,Dayton,United States,DAY,39.90240097045898,-84.21939849853516,1151595
Dalbandin Airport,Dalbandin,Pakistan,DBA,28.8782997131,64.3998031616,497789
Dubbo City Regional Airport,Dubbo,Australia,DBO,-32.2167015076,148.574996948,120472
Dubuque Regional Airport,Dubuque IA,United States,DBQ,42.40200043,-90.70950317,190657
Dubrovnik Airport,Dubrovnik,Croatia,DBV,42.5614013671875,18.268199920654297,2572637
Ronald Reagan Washington National Airport,Washington,United States,DCA,38.8521,-77.037697,3937719
Castres-Mazamet Airport,Castres,France,DCM,43.55630111694336,2.289180040359497,459104
RAAF Base Curtin,Derby,Australia,DCN,-17.5813999176,123.82800293,7575
Daocheng Yading Airport,Daocheng,China,DCY,29.323056,100.053333,480990
Dodge City Regional Airport,Dodge City,United States,DDC,37.76340103149414,-99.9655990600586,284864
Dandong Airport,Dandong,China,DDG,40.0247,124.286003,3940136
Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,DEA,29.961000442504883,70.48590087890625,7390693
Debrecen International Airport,Debrecen,Hungary,DEB,47.48889923095703,21.61529922485352,586770
Decatur Airport,Decatur,United States,DEC,39.834598541259766,-88.8656997680664,226902
Dehradun Airport,Dehra Dun,India,DED,30.189699,78.180298,6920259
Mendeleyevo Airport,Yuzhno-Kurilsk,Russia,DEE,43.9584007263,145.682998657,45363
Dezful Airport,Dezful,Iran,DEF,32.434399,48.397598,1265720
Indira Gandhi International Airport,Delhi,India,DEL,28.5665,77.103104,145685887
Denver International Airport,Denver,United States,DEN,39.861698150635,-104.672996521,4697159
Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,32.896801,-97.038002,9299733
General Guadalupe Victoria International Airport,Durango,Mexico,DGO,24.1242008209,-104.527999878,1490034
Sibulan Airport,Dumaguete,Philippines,DGT,9.3337097168,123.300003052,1261919
Dhangarhi Airport,Dhangarhi,Nepal,DHI,28.75329971313477,80.58190155029297,11218034
Kangra Airport,Kangra,India,DHM,32.16510009765625,76.26339721679688,3195647
Dothan Regional Airport,Dothan,United States,DHN,31.3213005065918,-85.44960021972656,182873
Dibrugarh Airport,Mohanbari,India,DIB,27.4839000702,95.0168991089,5841377
Arrachart Airport,Antsiranana,Madagascar,DIE,-12.34939956665039,49.29169845581055,677198
Diqing Airport,Shangri-La,China,DIG,27.7936,99.6772,1268424
Dijon-Bourgogne Airport,Dijon,France,DIJ,47.268902,5.09,199707
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.7974014282,-102.802001953,60444
Presidente Nicolau Lobato International Airport,Dili,East Timor,DIL,-8.54640007019,125.526000977,1674587
Dien Bien Phu Airport,Dienbienphu,Vietnam,DIN,21.3974990845,103.008003235,1726413
Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,DIR,9.624699592590332,41.85419845581055,3437673
Diu Airport,Diu,India,DIU,20.71310043334961,70.92109680175781,3055184
Diyarbakir Airport,Diyabakir,Turkey,DIY,37.893901825,40.2010002136,1617044
Sultan Thaha Airport,Jambi,Indonesia,DJB,-1.6380200386047363,103.6439971923828,3262730
Djerba Zarzis International Airport,Djerba,Tunisia,DJE,33.875,10.775500297546388,1819983
Djanet Inedbirene Airport,Djanet,Algeria,DJG,24.292801,9.45244,30947
Sentani International Airport,Jayapura,Indonesia,DJJ,-2.5769500733,140.5160064698,1432444
Léopold Sédar Senghor International Airport,Dakar,Senegal,DKR,14.739700317382812,-17.49020004272461,10797814
Douala International Airport,Douala,Cameroon,DLA,4.0060801506,9.71947956085,9504282
Zhoushuizi Airport,Dalian,China,DLC,38.9656982421875,121.53900146484376,10984072
Dole-Tavaux Airport,Dole,France,DLE,47.042686,5.435063,310331
Dillingham Airport,Dillingham,United States,DLG,59.04470062,-158.5050049,530
Duluth International Airport,Duluth,United States,DLH,46.8420982361,-92.1936035156,220910
Lien Khuong Airport,Dalat,Vietnam,DLI,11.75,108.366997,2112464
Dalaman International Airport,Dalaman,Turkey,DLM,36.7131004333,28.7924995422,854741
Dali Airport,Dali,China,DLU,25.649401,100.319,2118103
Dillon's Bay Airport,Dillon's Bay,Vanuatu,DLY,-18.7693996429,169.00100708,5833
Taraz Airport,Dzhambul,Kazakhstan,DMB,42.85359954833984,71.30359649658203,1179718
Doomadgee Airport,Doomadgee,Australia,DMD,-17.9403,138.822006,1779
Domodedovo International Airport,Moscow,Russia,DME,55.40879821777344,37.90629959106445,13459812
Don Mueang International Airport,Bangkok,Thailand,DMK,13.9125995636,100.607002258,15081200
King Fahd International Airport,Dammam,Saudi Arabia,DMM,26.471200942993164,49.79790115356445,3883866
Dimapur Airport,Dimapur,India,DMU,25.8838996887,93.7711029053,5534810
Dundee Airport,Dundee,United Kingdom,DND,56.45249938964844,-3.025830030441284,89212
Dunhuang Airport,Dunhuang,China,DNH,40.16109848022461,94.80919647216795,457475
Dnipropetrovsk International Airport,Dnepropetrovsk,Ukraine,DNK,48.357200622558594,35.10060119628906,3875892
Dinard-Pleurtuit-Saint-Malo Airport,Dinard,France,DNR,48.58769989013672,-2.0799601078033447,321207
Çardak Airport,Denizli,Turkey,DNZ,37.7855987549,29.7012996674,266655
Rar Gwamar Airport,Dobo,Indonesia,DOB,-5.77222013474,134.212005615,108476
Hamad International Airport,Doha,Qatar,DOH,25.273056,51.608056,5972528
Donetsk International Airport,Donetsk,Ukraine,DOK,48.07360076904297,37.73970031738281,3740959
Deauville-Saint-Gatien Airport,Deauville,France,DOL,49.3652992249,0.154305994511,224160
Douglas-Charles Airport,Dominica,Dominica,DOM,15.547,-61.299999,147407
Dourados Airport,Dourados,Brazil,DOU,-22.2019,-54.926601,823847
Dongying Shengli Airport,Dongying,China,DOY,37.5085983276,118.788002014,4108873
Dipolog Airport,Dipolog,Philippines,DPL,8.60198349877,123.341875076,1945270
Devonport Airport,Devonport,Australia,DPO,-41.1697006226,146.429992676,45175
Ngurah Rai (Bali) International Airport,Denpasar,Indonesia,DPS,-8.7481698989868,115.16699981689,10263934
Saertu Airport,Daqing,China,DQA,46.7463888889,125.140555556,3036279
Deering Airport,Deering,United States,DRG,66.0696029663,-162.76600647,773
Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889019012,-83.6417007446,150397
Durango La Plata County Airport,Durango,United States,DRO,37.1515007019,-107.753997803,188960
Dresden Airport,Dresden,Germany,DRS,51.1328010559082,13.767200469970703,1491425
Dharavandhoo Airport,DHARAVANDHOO,Maldives,DRV,5.1561,73.1302,92013
Darwin International Airport,Darwin,Australia,DRW,-12.41469955444336,130.8769989013672,139248
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",United Kingdom,DSA,53.4805378105,-1.01065635681,565214
Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,DSK,31.909400939941406,70.89659881591797,7896492
Des Moines International Airport,Des Moines,United States,DSM,41.53400039672852,-93.66310119628906,1081970
Ordos Ejin Horo Airport,Dongsheng,China,DSN,39.49,109.861388889,4410793
Dortmund Airport,Dortmund,Germany,DTM,51.51829910279999,7.61223983765,2008906
Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,42.212398529052734,-83.35340118408203,7672606
Dublin Airport,Dublin,Ireland,DUB,53.421299,-6.27007,4327971
Dunedin Airport,Dunedin,New Zealand,DUD,-45.9281005859375,170.197998046875,99680
DuBois Regional Airport,Du Bois,United States,DUJ,41.17829895,-78.8986969,238932
King Shaka International Airport,Durban,South Africa,DUR,-29.6144444444,31.1197222222,6911312
Düsseldorf Airport,Duesseldorf,Germany,DUS,51.289501,6.76678,9419251
Unalaska Airport,Unalaska,United States,DUT,53.900100708,-166.544006348,2841
Francisco Bangoy International Airport,Davao,Philippines,DVO,7.1255202293396,125.64600372314452,4996185
Al Maktoum International Airport,Dubai,United Arab Emirates,DWC,24.896356,55.161389,821648
Dubai International Airport,Dubai,United Arab Emirates,DXB,25.2527999878,55.3643989563,3968908
Dayong Airport,Dayong,China,DYG,29.1028,110.443001,8558847
Ugolny Airport,Anadyr,Russia,DYR,64.734902,177.740997,16180
Dushanbe Airport,Dushanbe,Tajikistan,DYU,38.5433006287,68.8249969482,8590627
Dzaoudzi Pamandzi International Airport,Dzaoudzi,Mayotte,DZA,-12.804699897766112,45.28110122680664,425629
Zhezkazgan Airport,Zhezkazgan,Kazakhstan,DZN,47.708302,67.733299,174274
Siwo Airport,Sangafa,Vanuatu,EAE,-17.0902996063,168.343002319,4984
Nejran Airport,Nejran,Saudi Arabia,EAM,17.611400604248047,44.4192008972168,1439774
San Sebastian Airport,San Sebastian,Spain,EAS,43.35649871826172,-1.7906099557876587,333702
Pangborn Memorial Airport,Wenatchee,United States,EAT,47.3988990784,-120.207000732,117060
Chippewa Valley Regional Airport,Eau Claire,United States,EAU,44.86579895019531,-91.48429870605467,168383
Marina Di Campo Airport,Marina Di Campo,Italy,EBA,42.7603,10.2394,298078
Entebbe International Airport,Entebbe,Uganda,EBB,0.042386,32.443501,22647519
El Bayadh Airport,El Bayadh,Algeria,EBH,33.7216666667,1.0925,445428
Esbjerg Airport,Esbjerg,Denmark,EBJ,55.525902,8.5534,223137
Erbil International Airport,Erbil,Iraq,EBL,36.23759841918945,43.96319961547852,8254537
Saint-Étienne-Bouthéon Airport,St-Etienne,France,EBU,45.54059982299805,4.296390056610107,377241
Ercan International Airport,Nicosia,Cyprus,ECN,35.15470123291016,33.49610137939453,1222559
Northwest Florida Beaches International Airport,Panama City,United States,ECP,30.357106,-85.795414,341426
Edinburgh Airport,Edinburgh,United Kingdom,EDI,55.95000076293945,-3.372499942779541,2853503
Eldoret International Airport,Eldoret,Kenya,EDL,0.4044579863548279,35.23889923095703,8987057
Balıkesir Körfez Airport,Balikesir Korfez,Turkey,EDO,39.554599762,27.0137996674,261481
Pormpuraaw Airport,Pormpuraaw,Australia,EDR,-14.896451,141.60908,804
Eek Airport,Eek,United States,EEK,60.21367264,-162.0438843,743
Kefallinia Airport,Keffallinia,Greece,EFL,38.12009811401367,20.5004997253418,130027
Bergerac-Roumanière Airport,Bergerac,France,EGC,44.82529830932617,0.5186110138893127,601613
Eagle County Regional Airport,Vail,United States,EGE,39.64260101,-106.9179993,104665
Sege Airport,Sege,Solomon Islands,EGM,-8.578889846801758,157.87600708007812,47213
Geneina Airport,Geneina,Sudan,EGN,13.48169994354248,22.467199325561523,4544522
Belgorod International Airport,Belgorod,Russia,EGO,50.643798828125,36.5900993347168,3579939
Egilsstaðir Airport,Egilsstadir,Iceland,EGS,65.2833023071289,-14.401399612426758,16641
Egegik Airport,Egegik,United States,EGX,58.1855010986,-157.375,436
Eindhoven Airport,Eindhoven,Netherlands,EIN,51.4500999451,5.37452983856,3071766
Terrance B. Lettsome International Airport,Tortola,British Virgin Islands,EIS,18.444799423217773,-64.54299926757812,124282
Yariguíes Airport,Barrancabermeja,Colombia,EJA,7.02433,-73.8068,758364
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,26.19860076904297,36.47639846801758,74691
Elko Regional Airport,Elko,United States,EKO,40.82490158081055,-115.79199981689452,48687
Shakhtyorsk Airport,Shakhtyorsk,Russia,EKS,49.1903,142.082993,117591
Elcho Island Airport,Elcho Island,Australia,ELC,-12.019399642899998,135.570999146,3766
South Arkansas Regional At Goodwin Field,El Dorado,United States,ELD,33.22100067138672,-92.81330108642578,388695
El Fasher Airport,El Fasher,Sudan,ELF,13.61489963531494,25.32460021972656,3248241
El Golea Airport,El Golea,Algeria,ELG,30.5713005065918,2.8595900535583496,164553
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899292,-76.6835021973,18922
Elim Airport,Elim,United States,ELI,64.61470032,-162.2720032,528
Elmira Corning Regional Airport,Elmira,United States,ELM,42.1599006652832,-76.8916015625,306951
El Paso International Airport,El Paso,United States,ELP,31.80719948,-106.3779984,1318011
Gassim Airport,Gassim,Saudi Arabia,ELQ,26.30279922485352,43.77439880371094,1835526
Ben Schoeman Airport,East London,South Africa,ELS,-33.0355987549,27.8258991241,2268186
Guemar Airport,Guemar,Algeria,ELU,33.5113983154,6.77679014206,311703
East Midlands Airport,East Midlands,United Kingdom,EMA,52.8311004639,-1.32806003094,3179508
Emerald Airport,Emerald,Australia,EMD,-23.5674991608,148.179000854,17013
Emmonak Airport,Emmonak,United States,EMK,62.78609848,-164.4909973,1407
Kenai Municipal Airport,Kenai,United States,ENA,60.57310104370117,-151.2449951171875,14699
Ende (H Hasan Aroeboesman) Airport,Ende,Indonesia,ENE,-8.8492898941,121.661003113,1036339
Enshi Airport,Enshi,China,ENH,30.3202991486,109.48500061,1603436
Akanu Ibiam International Airport,Enugu,Nigeria,ENU,6.474269866943359,7.561960220336914,10378932
Yan'an Ershilipu Airport,Yan'an,China,ENY,36.636902,109.554001,2746316
Enrique Olaya Herrera Airport,Medellin,Colombia,EOH,6.220549,-75.590582,4142930
Eday Airport,Eday,United Kingdom,EOI,59.19060134887695,-2.7722198963165283,25075
Esperance Airport,Esperance,Australia,EPR,-33.684399,121.822998,6682
Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.908000946,-71.139503479,103846
Erzincan Airport,Erzincan,Turkey,ERC,39.7102012634,39.5270004272,903422
Erfurt Airport,Erfurt,Germany,ERF,50.97980117797852,10.958100318908691,483957
Erie International Tom Ridge Field,Erie,United States,ERI,42.0831270134,-80.1738667488,385567
Erenhot Saiwusu International Airport,Erenhot,China,ERL,43.4225,112.096667,312578
Erechim Airport,Erechim,Brazil,ERM,-27.66189956665039,-52.2682991027832,962743
Eirunepé Airport,Eirunepe,Brazil,ERN,-6.639530181884766,-69.87979888916016,138404
Eros Airport,Windhoek,Namibia,ERS,-22.612199783325195,17.080400466918945,312781
Erzurum International Airport,Erzurum,Turkey,ERZ,39.9565010071,41.17020034789999,763527
Esenboğa International Airport,Ankara,Turkey,ESB,40.1281013489,32.995098114,8161005
Delta County Airport,Escanaba,United States,ESC,45.7226982117,-87.0936965942,92533
Orcas Island Airport,Eastsound,United States,ESD,48.7081985474,-122.910003662,356469
Elista Airport,Elista,Russia,ESL,46.3739013671875,44.33089828491211,369691
General Rivadeneira Airport,Esmeraldas,Ecuador,ESM,0.9785190224647522,-79.62660217285156,828428
Mogador Airport,Essadouira,Morocco,ESU,31.3974990845,-9.6816701889,435101
Eilat Airport,Elat,Israel,ETH,29.56130027770996,34.96009826660156,444356
Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,-3.441986,-79.996957,966708
Metz-Nancy-Lorraine Airport,Metz,France,ETZ,48.9821014404,6.25131988525,366431
Mahlon Sweet Field,Eugene,United States,EUG,44.12459945678711,-123.21199798583984,467938
Hassan I Airport,El Aaiún,Western Sahara,EUN,27.151699,-13.2192,53908
F. D. Roosevelt Airport,Oranjestad,Netherlands Antilles,EUX,17.49650001525879,-62.979400634765625,19497
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,EVE,68.491302490234,16.678100585938,34697
Sveg Airport,Sveg,Sweden,EVG,62.04779815673828,14.422900199890137,64419
Zvartnots International Airport,Yerevan,Armenia,EVN,40.1473007202,44.3959007263,4914665
Evansville Regional Airport,Evansville,United States,EVV,38.0369987488,-87.5324020386,422347
New Bedford Regional Airport,New Bedford,United States,EWB,41.67610168457031,-70.95690155029297,234217
Coastal Carolina Regional Airport,New Bern,United States,EWN,35.0730018616,-77.04290008539999,144951
Newark Liberty International Airport,Newark,United States,EWR,40.692501068115234,-74.168701171875,7545955
Exeter International Airport,Exeter,United Kingdom,EXT,50.73440170288086,-3.4138898849487305,700460
Beloyarskiy Airport,Beloyarsky,Russia,EYK,63.686901,66.698601,209964
El Yopal Airport,Yopal,Colombia,EYP,5.31911,-72.384,262989
Key West International Airport,Key West,United States,EYW,24.556100845336918,-81.75959777832031,635580
Ministro Pistarini International Airport,Buenos Aires,Argentina,EZE,-34.8222,-58.5358,6227239
Elazığ Airport,Elazig,Turkey,EZS,38.6068992615,39.2914009094,1343038
Vagar Airport,Vagar,Faroe Islands,FAE,62.0635986328125,-7.277219772338867,53560
Fairbanks International Airport,Fairbanks,United States,FAI,64.81510162,-147.8560028,59830
Hector International Airport,Fargo,United States,FAR,46.92070007324219,-96.81580352783205,263126
Fresno Yosemite International Airport,Fresno,United States,FAT,36.77619934082031,-119.71800231933594,505088
Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621094,-145.65699768066406,1350
Fayetteville Regional Grannis Field,Fayetteville,United States,FAY,34.9911994934082,-78.88030242919922,304507
Lubumbashi International Airport,Lubumashi,Congo (Kinshasa),FBM,-11.5913000107,27.5308990479,7721081
Glacier Park International Airport,Kalispell,United States,FCA,48.31050109863281,-114.25599670410156,152724
Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,41.8002778,12.2388889,7655450
Martinique Aimé Césaire International Airport,Fort-de-france,Martinique,FDF,14.590999603271484,-61.00320053100586,221132
Friedrichshafen Airport,Friedrichshafen,Germany,FDH,47.6712989807,9.51148986816,830597
Fergana International Airport,Fergana,Uzbekistan,FEG,40.3587989807,71.7450027466,1390257
Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,-3.85493,-32.423302,3370
Saïss Airport,Fes,Morocco,FEZ,33.9272994995,-4.977960109709999,2424962
Ndjili International Airport,Kinshasa,Congo (Kinshasa),FIH,-4.38575,15.4446,8796299
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,25.112199783325195,56.32400131225586,196717
Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,FKB,48.7793998718,8.08049964905,895263
Bangoka International Airport,Kisangani,Congo (Kinshasa),FKI,0.481638997793,25.3379993439,3308731
Venango Regional Airport,Franklin,United States,FKL,41.3778991699,-79.8603973389,266579
Fakfak Airport,Fak Fak,Indonesia,FKQ,-2.9201900959014893,132.26699829101562,236614
Fukushima Airport,Fukushima,Japan,FKS,37.22740173339844,140.43099975585938,1206759
Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,1.58919,-75.5644,329782
Flagstaff Pulliam Airport,Flagstaff,United States,FLG,35.13850021,-111.6709976,127391
Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,26.072599,-80.152702,2023700
Hercílio Luz International Airport,Florianopolis,Brazil,FLN,-27.670278549194336,-48.5525016784668,1435332
Florence Regional Airport,Florence,United States,FLO,34.18539810180664,-79.7238998413086,170834
Peretola Airport,Florence,Italy,FLR,43.810001,11.2051,1207758
Flinders Island Airport,Flinders Island,Australia,FLS,-40.0917015076,147.992996216,44647
Flores Airport,Flores,Portugal,FLW,39.455299377441406,-31.13139915466309,8282
Formosa Airport,Formosa,Argentina,FMA,-26.2127,-58.2281,1699113
Memmingen Allgau Airport,Memmingen,Germany,FMM,47.9888000488,10.2395000458,1039417
Four Corners Regional Airport,Farmington,United States,FMN,36.7411994934,-108.230003357,304323
Münster Osnabrück Airport,Munster,Germany,FMO,52.134601593,7.68483018875,870899
Lungi International Airport,Freetown,Sierra Leone,FNA,8.61644,-13.1955,5922976
Madeira Airport,Funchal,Portugal,FNC,32.697899,-16.7745,237307
Nîmes-Arles-Camargue Airport,Nimes,France,FNI,43.75740051269531,4.4163498878479,246859
Pyongyang Sunan International Airport,Pyongyang,North Korea,FNJ,39.224098,125.669998,5331551
Bishop International Airport,Flint,United States,FNT,42.96540069580078,-83.74359893798828,466399
Fuzhou Changle International Airport,Fuzhou,China,FOC,25.93510055541992,119.66300201416016,13230944
Topeka Regional Airport - Forbes Field,Topeka,United States,FOE,38.9509010315,-95.6635971069,262300
Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.634499,184260
Pinto Martins International Airport,Fortaleza,Brazil,FOR,-3.776279926300049,-38.53260040283203,7312532
Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417,219917
Frankfurt am Main Airport,Frankfurt,Germany,FRA,50.033333,8.570556,13083169
Friday Harbor Airport,Friday Harbor,United States,FRD,48.5219993591,-123.024002075,370944
Fera/Maringe Airport,Fera Island,Solomon Islands,FRE,-8.1075,159.576996,22543
Florø Airport,Floro,Norway,FRO,61.583599090576,5.0247201919556,60002
Mundo Maya International Airport,Flores,Guatemala,FRS,16.913799285899998,-89.86640167239999,1012795
Manas International Airport,Bishkek,Kyrgyzstan,FRU,43.0612983704,74.4776000977,2290159
Francistown Airport,Francistown,Botswana,FRW,-21.15959930419922,27.47450065612793,1026592
Figari Sud-Corse Airport,Figari,France,FSC,41.5005989074707,9.097780227661133,189732
Joe Foss Field Airport,Sioux Falls,United States,FSD,43.5820007324,-96.741897583,546984
Fort Smith Regional Airport,Fort Smith,United States,FSM,35.33660125732422,-94.36740112304688,269601
St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,FSP,46.76290130615234,-56.173099517822266,16246
Futuna Airport,Futuna Island,Vanuatu,FTA,-19.5163993835,170.231994629,2590
El Calafate Airport,El Calafate,Argentina,FTE,-50.2803,-72.053101,113836
Tôlanaro Airport,Tolagnaro,Madagascar,FTU,-25.03809928894043,46.95610046386719,2173644
Fuerteventura Airport,Fuerteventura,Spain,FUE,28.452699661254883,-13.863800048828123,356207
Fuyang Xiguan Airport,Fuyang,China,FUG,32.882157,115.734364,9174244
Fukue Airport,Fukue,Japan,FUJ,32.66630172729492,128.83299255371094,389777
Fukuoka Airport,Fukuoka,Japan,FUK,33.585899353027344,130.4510040283203,4979027
Funafuti International Airport,Funafuti,Tuvalu,FUN,-8.525,179.195999,10243
Foshan Shadi Airport,Foshan,China,FUO,23.0832996368,113.069999695,932682
Pointe Vele Airport,Futuna Island,Wallis and Futuna,FUT,-14.3114004135,-178.065994263,5527
Fort Wayne International Airport,Fort Wayne,United States,FWA,40.97850037,-85.19509888,812072
Fort Yukon Airport,Fort Yukon,United States,FYU,66.57150268554688,-145.25,17598
Gabès Matmata International Airport,Gabes,Tunisia,GAE,33.87689971923828,10.103300094604492,333116
Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,34.422000885009766,8.822500228881836,334003
Yamagata Airport,Yamagata,Japan,GAJ,38.4118995667,140.371002197,974398
Edward G. Pitka Sr Airport,Galena,United States,GAL,64.73619843,-156.9369965,309
Gambell Airport,Gambell,United States,GAM,63.76679992675781,-171.73300170898438,1668
Gan International Airport,Gan Island,Maldives,GAN,-0.693342,73.155602,23713
Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289,857402
Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,26.10610008239746,91.58589935302734,23506020
Gabala International Airport,Qabala,Azerbaijan,GBB,40.826667,47.7125,744945
Sir Seretse Khama International Airport,Gaberone,Botswana,GBE,-24.555201,25.9182,3146323
Gorgan Airport,Gorgan,Iran,GBT,36.9094009399,54.4012985229,1481653
Gillette Campbell County Airport,Gillette,United States,GCC,44.3488998413,-105.539001465,105707
Gachsaran Airport,Gachsaran,Iran,GCH,30.337600708,50.827999115,534662
Guernsey Airport,Guernsey,Guernsey,GCI,49.435001373291016,-2.601969957351685,917241
Garden City Regional Airport,Garden City,United States,GCK,37.9275016785,-100.723999023,72554
Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.2928009033,-81.3576965332,43954
